ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,MonitoringLocationIdentifier,SampleCollectionMethod/MethodIdentifier,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ProviderName
WIDNR_WQX-7192796,1999-03-29,09:00:00,CST,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.76,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195630,1999-04-12,10:45:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.738,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195630,1999-04-12,10:45:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.114,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195630,1999-04-12,10:45:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.113,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7195630,1999-04-12,10:45:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.74,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195641,1999-04-12,10:25:00,CDT,,,,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.116,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7195648,1999-04-12,10:10:00,CDT,,,,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.121,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7195655,1999-04-12,09:55:00,CDT,,,,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.124,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7195662,1999-04-12,09:45:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.73,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195662,1999-04-12,09:45:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.115,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195662,1999-04-12,09:45:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.113,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7195662,1999-04-12,09:45:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.735,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195673,1999-04-12,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.117,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195673,1999-04-12,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.72,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7195673,1999-04-12,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.115,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7195673,1999-04-12,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.738,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7199650,1999-04-12,11:00:00,CDT,,,,,,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,Total,*1.16,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7198472,1999-04-26,08:55:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.130,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7198472,1999-04-26,08:55:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.725,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7198472,1999-04-26,08:55:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.106,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7198472,1999-04-26,08:55:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.73,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7198483,1999-04-26,09:05:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.140,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7198483,1999-04-26,09:05:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.112,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7198483,1999-04-26,09:05:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.729,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7198483,1999-04-26,09:05:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.81,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7199628,1999-04-26,09:30:00,CDT,,,,,,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,Total,*0.22,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7201882,1999-05-10,09:30:00,CDT,,,,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.112,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7201889,1999-05-10,09:00:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.711,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201889,1999-05-10,09:00:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.76,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201889,1999-05-10,09:00:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.146,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201889,1999-05-10,09:00:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.109,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7201900,1999-05-10,10:00:00,CDT,,,,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.127,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7201918,1999-05-10,09:45:00,CDT,,,,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.116,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7201925,1999-05-10,10:15:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.213,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201925,1999-05-10,10:15:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.686,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201925,1999-05-10,10:15:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.129,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7201925,1999-05-10,10:15:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.99,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201936,1999-05-10,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.93,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201936,1999-05-10,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.141,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7201936,1999-05-10,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.112,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7201936,1999-05-10,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.693,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7207642,1999-05-10,10:45:00,CDT,,,,1.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,Total,*<1.,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7204520,1999-05-26,09:05:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.106,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7204520,1999-05-26,09:05:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.139,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7204520,1999-05-26,09:05:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.698,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7204520,1999-05-26,09:05:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.83,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7204531,1999-05-26,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.109,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7204531,1999-05-26,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.700,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7204531,1999-05-26,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.139,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7204531,1999-05-26,09:15:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.90,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7207631,1999-05-26,10:10:00,CDT,,,,1.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,,0.11,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7206429,1999-06-07,09:45:00,CDT,,,,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.140,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206436,1999-06-07,09:30:00,CDT,,,,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.129,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206443,1999-06-07,10:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.202,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206443,1999-06-07,10:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.414,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206443,1999-06-07,10:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.486,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206443,1999-06-07,10:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.30,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206454,1999-06-07,10:45:00,CDT,,,,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.223,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206461,1999-06-07,10:15:00,CDT,,,,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.175,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206468,1999-06-07,10:00:00,CDT,,,,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.145,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206475,1999-06-07,09:00:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,*0.137,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206475,1999-06-07,09:00:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.77,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206475,1999-06-07,09:00:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.631,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206475,1999-06-07,09:00:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.091,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206486,1999-06-07,09:15:00,CDT,,,,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.099,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206493,1999-06-07,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.630,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206493,1999-06-07,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.097,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7206493,1999-06-07,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.091,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206493,1999-06-07,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.67,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7206504,1999-06-07,00:00:00,,,,,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.119,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7207620,1999-06-07,11:00:00,CDT,,,,1.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,,0.01,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7211193,1999-06-21,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.552,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7211193,1999-06-21,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.018,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7211193,1999-06-21,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.081,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7211193,1999-06-21,09:35:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.77,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7211204,1999-06-21,09:40:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,ND,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7211204,1999-06-21,09:40:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.536,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7211204,1999-06-21,09:40:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.77,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7211204,1999-06-21,09:40:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.087,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7212028,1999-06-21,10:20:00,CDT,,,,1.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,Total,*4.84,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7215585,1999-07-06,11:15:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.022,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215585,1999-07-06,11:15:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.185,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215585,1999-07-06,11:15:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.074,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215585,1999-07-06,11:15:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.95,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215596,1999-07-06,11:30:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.064,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215596,1999-07-06,11:30:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.84,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215596,1999-07-06,11:30:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.191,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215596,1999-07-06,11:30:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.023,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215607,1999-07-06,11:45:00,CDT,,,,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.060,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215614,1999-07-06,12:00:00,CDT,,,,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.135,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215621,1999-07-06,12:15:00,CDT,,,,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.180,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215628,1999-07-06,12:30:00,CDT,,,,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.229,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215635,1999-07-06,12:45:00,CDT,,,,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.265,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215642,1999-07-06,13:00:00,CDT,,,,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.295,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215649,1999-07-06,13:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.58,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215649,1999-07-06,13:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.8625,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215649,1999-07-06,13:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.294,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7215649,1999-07-06,13:30:00,CDT,,,,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.375,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215660,1999-07-06,14:00:00,CDT,,,,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.388,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7215779,1999-07-06,13:25:00,CDT,,,,1.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,,0.93,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7219381,1999-07-19,08:55:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.048,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7219381,1999-07-19,08:55:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.93,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7219381,1999-07-19,08:55:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.014,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7219381,1999-07-19,08:55:00,CDT,,,,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,ND,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7219392,1999-07-19,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.90,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-7219392,1999-07-19,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.049,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7219392,1999-07-19,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,ND,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-7219392,1999-07-19,08:45:00,CDT,,,,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.013,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-7224134,1999-07-19,09:15:00,CDT,,,,1.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Chlorophyll a,,17.7,ug/l,10200-H,APHA,Chlorophyll a-b-c Determination,STORET
WIDNR_WQX-7223494,1999-08-02,08:50:00,CDT,,,,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.238,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7223501,1999-08-02,08:40:00,CDT,,,,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.121,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-7223508,1999-08-02,08:30:00,CDT,,,,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.043,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
